col_start_dt,col_end_dt,subscriberid,simserial,deviceid,col_ward,col_sample_type,col_sw_type,col_sw_trigger,col_sw_trigger_nr,col_fb_loc,col_id,col_id_val,col_ms_psid,col_ms_in,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_sw,col_sw_flow,col_sw_lining,col_sw_lining_other,col_ms,col_ms_water_level,col_ms_water_flow,col_ms_size,col_ms_lining,col_ms_lining_oth,col_surfw,col_surfw_flow,col_dw,col_dw_interm,col_dw_type,col_dw_type_other,col_close,col_notes,col_enum,col_photo,__version__,_id,_uuid,_submission_time,_index
2019-05-13T13:16:23.290+05:30,2019-05-13T15:54:44.551+05:30,NA,NA,352155090281144,58,11,NA,NA,NA,NA,PL2003,PL2003,NA,NA,2019-05-13T13:17:00.000+05:30,22.5513954 88.3963646 -23.799999237060547 5.0,22.5513954,88.3963646,-23.7999992370605,5,1,0,0,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,vrMZ4a5AmacCeKoBvXPFEu,2792,9cf70fd3-ab97-4e02-9739-a7f6416e7b7f,2019-05-13T10:24:51,11
2019-05-14T11:49:06.359+05:30,2019-05-14T15:44:17.515+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1008,MO1008,2,2019-05-14T11:51:00.000+05:30,NA,22.5543626 88.3967447 -36.70000076293945 4.5,22.5543626,88.3967447,-36.7000007629394,4.5,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,0,v5MsRynbZdYEnCwnAJAotS,2814,675d6c11-2468-40f9-b053-82f96e708e91,2019-05-14T10:15:33,12
2019-05-14T12:13:55.706+05:30,2019-05-14T15:44:07.580+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1007,MO1007,1,2019-05-14T12:14:00.000+05:30,NA,22.5579092 88.4108149 -75.4000015258789 5.0,22.5579092,88.4108149,-75.4000015258789,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,Moore Swabs not collected due to washed away.,Biplab jash,0,v5MsRynbZdYEnCwnAJAotS,2815,2d847894-a4c4-4af3-94f0-070772b2c9f3,2019-05-14T10:15:36,13
2019-05-15T12:11:37.516+05:30,2019-05-15T14:57:06.251+05:30,NA,NA,352155090281144,58,11,4,0,NA,NA,PL1002,PL1002,NA,NA,2019-05-15T12:12:00.000+05:30,22.5531595 88.3984599 -19.0 5.0,22.5531595,88.3984599,-19,5,1,1,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,v5MsRynbZdYEnCwnAJAotS,2835,c27df37a-bc8a-4261-8471-4df130f9f524,2019-05-15T09:27:12,14
2019-05-16T11:20:24.464+05:30,2019-05-16T13:22:26.602+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1009,MO1009,3,2019-05-16T11:21:00.000+05:30,NA,22.5563309 88.392182 -46.599998474121094 5.0,22.5563309,88.392182,-46.599998474121,5,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,Dog,Biplab Jash,0,v5MsRynbZdYEnCwnAJAotS,2861,402b9c8c-3e11-4521-98c9-752d04a18a34,2019-05-16T07:53:30,15
2019-05-16T11:41:34.239+05:30,2019-05-16T13:22:38.048+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1010,MO1010,4,2019-05-16T11:42:00.000+05:30,NA,22.5636877 88.3772106 -42.400001525878906 5.0,22.5636877,88.3772106,-42.4000015258789,5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,Bathroom and Toilet,Biplab Jash,0,v5MsRynbZdYEnCwnAJAotS,2862,cf433beb-8848-4e21-9d4c-0413f788735a,2019-05-16T07:53:33,16
2019-05-16T12:19:47.236+05:30,2019-05-16T13:23:57.739+05:30,NA,NA,352155090281144,59,11,4,1,K22014,NA,PLc1002,PLc1002,NA,NA,2019-05-16T12:21:00.000+05:30,22.5411175 88.3743468 -47.5 5.0,22.5411175,88.3743468,-47.5,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,v5MsRynbZdYEnCwnAJAotS,2863,96f0b839-9f16-4785-b2d3-f6376d7e743c,2019-05-16T07:54:03,17
2019-05-20T10:50:11.200+05:30,2019-05-20T12:19:09.778+05:30,NA,NA,352155090281144,59,11,4,1,K22014,NA,PLc1003,PLc1003,NA,NA,2019-05-20T10:51:00.000+05:30,22.5410313 88.3743882 -60.20000076293945 5.0,22.5410313,88.3743882,-60.2000007629394,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debabrata Maity,1,v5MsRynbZdYEnCwnAJAotS,2868,8b963976-b8cf-455f-ad36-2fb8fb798bb8,2019-05-20T06:50:01,18
2019-05-22T11:43:41.159+05:30,2019-05-22T13:41:21.523+05:30,NA,NA,352155090281144,58,11,2,NA,NA,NA,PL1003,PL1003,NA,NA,2019-05-22T11:45:00.000+05:30,22.5532395 88.4001653 -57.70000076293945 5.0,22.5532395,88.4001653,-57.7000007629394,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beside Canel,Biplab Jash,1,v5MsRynbZdYEnCwnAJAotS,2898,3e147843-8783-4502-b550-ca5f9dc98225,2019-05-22T08:11:31,19
2019-05-23T11:24:59.275+05:30,2019-05-23T12:38:47.657+05:30,NA,NA,352155090281144,59,11,4,1,K22014,NA,PLc1004,PLc1004,NA,NA,2019-05-23T11:26:00.000+05:30,22.541005 88.3743089 -48.79999923706055 5.0,22.541005,88.3743089,-48.7999992370605,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,v5MsRynbZdYEnCwnAJAotS,2925,351a5964-1e9d-459c-8670-6d581c5cb4a4,2019-05-24T05:55:36,20
2019-05-27T10:06:38.211+05:30,2019-05-27T12:17:37.404+05:30,NA,NA,352155090281144,58,11,4,0,NA,NA,PL1004,PL1004,NA,NA,2019-05-27T10:07:00.000+05:30,22.5529452 88.4000052 -37.5 5.0,22.5529452,88.4000052,-37.5,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buddhadeb Samaddar,1,v5MsRynbZdYEnCwnAJAotS,2953,e3d856a8-84f4-4b25-bbb0-80433783ae02,2019-05-27T06:47:46,21
2019-05-27T10:52:53.527+05:30,2019-05-27T12:19:10.991+05:30,NA,NA,352155090281144,59,11,4,1,K22014,NA,PLc1005,PLc1005,NA,NA,2019-05-27T10:53:00.000+05:30,22.5410628 88.374244 -46.20000076293945 5.0,22.5410628,88.374244,-46.2000007629394,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debabrata Maity,1,v5MsRynbZdYEnCwnAJAotS,2954,9a0f4770-6532-447f-b928-09502095922b,2019-05-27T06:49:17,22
2019-05-28T11:42:30.557+05:30,2019-05-28T16:06:02.270+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1011,MO1011,1,2019-05-28T11:43:00.000+05:30,NA,22.5579634 88.4108756 -55.599998474121094 4.5,22.5579634,88.4108756,-55.599998474121,4.5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jàsh,0,v5MsRynbZdYEnCwnAJAotS,2996,6cd6e5ef-39a9-4b0d-a508-d55149af04ee,2019-05-28T10:37:04,23
2019-05-28T12:08:14.934+05:30,2019-05-28T16:06:31.642+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1012,MO1012,2,2019-05-28T12:08:00.000+05:30,NA,22.5543076 88.3966561 -42.70000076293945 5.0,22.5543076,88.3966561,-42.7000007629394,5,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,0,v5MsRynbZdYEnCwnAJAotS,2997,c7715ae0-9256-4a8a-892d-6ca7144ac704,2019-05-28T10:37:05,24
2019-05-29T12:08:22.230+05:30,2019-05-29T15:04:07.217+05:30,NA,NA,352155090281144,58,11,4,0,NA,NA,PL1005,PL1005,NA,NA,2019-05-29T12:09:00.000+05:30,22.5529957 88.3990001 -54.5 5.0,22.5529957,88.3990001,-54.5,5,1,0,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath sarkar,1,v5MsRynbZdYEnCwnAJAotS,3004,9d30c18a-8a84-435e-a8d4-428b2695467c,2019-05-29T09:34:28,25
2019-05-30T13:49:55.763+05:30,2019-05-30T15:12:17.451+05:30,NA,NA,352155091473740,59,99,NA,NA,NA,NA,FB1001,FB1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashis saha,NA,v5MsRynbZdYEnCwnAJAotS,3019,4a131aeb-962e-4c22-aa42-e022381988e4,2019-05-30T09:42:26,26
2019-05-30T12:46:58.251+05:30,2019-05-30T15:14:19.798+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1013,MO1013,3,2019-05-30T12:47:00.000+05:30,NA,22.5563193 88.3922302 -70.80000305175781 4.5,22.5563193,88.3922302,-70.8000030517578,4.5,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath sarkar,0,v5MsRynbZdYEnCwnAJAotS,3020,1b300f02-50c0-4740-9272-e4e4b978f83a,2019-05-30T09:45:10,27
2019-05-30T13:04:16.494+05:30,2019-05-30T15:14:29.807+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1014,MO1014,4,2019-05-30T13:04:00.000+05:30,NA,22.5635771 88.3772079 -38.5 5.0,22.5635771,88.3772079,-38.5,5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashis saha,0,v5MsRynbZdYEnCwnAJAotS,3021,1e951094-2511-4494-ba89-6e53b144f677,2019-05-30T09:45:12,28
2019-05-30T13:36:40.135+05:30,2019-05-30T15:15:01.102+05:30,NA,NA,352155090281144,59,11,4,1,K22014,NA,PLc1006,PLc1006,NA,NA,2019-05-30T13:37:00.000+05:30,22.5410999 88.3743499 -16.399999618530273 4.5,22.5410999,88.3743499,-16.3999996185302,4.5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,v5MsRynbZdYEnCwnAJAotS,3022,c1396d06-427a-4235-975f-b4aa5f90447f,2019-05-30T09:45:14,29
2019-06-03T11:54:33.063+05:30,2019-06-03T13:24:35.678+05:30,NA,NA,352155090281144,58,11,4,0,NA,NA,PL1006,PL1006,NA,NA,2019-06-03T11:58:00.000+05:30,22.5519786 88.3998715 -31.700000762939453 5.0,22.5519786,88.3998715,-31.7000007629394,5,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latrine beside open drain,Suvankar Mandal,1,v5MsRynbZdYEnCwnAJAotS,3038,5d32c42c-1b78-495f-a4c5-c8503fb94064,2019-06-03T07:54:56,30
2019-06-04T10:06:19.736+05:30,2019-06-04T16:18:42.176+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1016,MO1016,2,2019-06-04T10:07:00.000+05:30,NA,22.554248 88.3968287 -20.200000762939453 5.0,22.554248,88.3968287,-20.2000007629394,5,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,0,v5MsRynbZdYEnCwnAJAotS,3064,1833770d-b169-44c7-b298-a5badc4165b2,2019-06-04T10:48:49,31
2019-06-04T10:31:19.639+05:30,2019-06-04T16:18:35.193+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1015,MO1015,1,2019-06-04T10:31:00.000+05:30,NA,22.557804 88.4108036 -45.70000076293945 5.0,22.557804,88.4108036,-45.7000007629394,5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath sarkar,0,v5MsRynbZdYEnCwnAJAotS,3065,c65cbb79-33e4-4161-a2b0-c3eff63be22a,2019-06-04T10:48:51,32
2019-06-06T12:02:50.508+05:30,2019-06-06T14:57:18.328+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1017,MO1017,3,2019-06-06T12:03:00.000+05:30,NA,22.5564118 88.3922271 -101.4000015258789 5.0,22.5564118,88.3922271,-101.400001525878,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buddhadeb Samaddar,0,v5MsRynbZdYEnCwnAJAotS,3091,b057a580-b088-4078-8620-a1514326e332,2019-06-06T09:27:39,33
2019-06-06T12:26:05.881+05:30,2019-06-06T14:57:23.762+05:30,NA,NA,352155090281144,55,12,NA,NA,NA,NA,MO1018,MO1018,4,2019-06-06T12:27:00.000+05:30,NA,22.563502 88.3772082 -53.29999923706055 5.0,22.563502,88.3772082,-53.2999992370605,5,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,AshisSaha,0,v5MsRynbZdYEnCwnAJAotS,3092,f5343bcf-8bfc-4eab-b3e0-2f20637082a2,2019-06-06T09:27:42,34
2019-06-10T11:43:46.081+05:30,2019-06-10T13:54:38.078+05:30,NA,NA,352155090281144,59,11,4,1,K20139,NA,PLc1007,PLc1007,NA,NA,2019-06-10T11:45:00.000+05:30,22.5403386 88.3748553 -24.700000762939453 5.0,22.5403386,88.3748553,-24.7000007629394,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pt. Nousin Farhen,Buddhadeb Samaddar,1,v5MsRynbZdYEnCwnAJAotS,3096,81de25e4-1fcb-4638-9809-7f2ea205ad8a,2019-06-10T08:25:02,35
2019-06-10T12:31:46.920+05:30,2019-06-10T13:54:26.374+05:30,NA,NA,352155090281144,58,11,4,0,NA,NA,PL1007,PL1007,NA,NA,2019-06-10T12:33:00.000+05:30,22.5539482 88.3971632 -18.600000381469727 5.0,22.5539482,88.3971632,-18.6000003814697,5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suvankar Mondal,1,v5MsRynbZdYEnCwnAJAotS,3097,1e6f24bd-648d-45f8-bcc5-3c0b4d13c6b6,2019-06-10T08:25:05,36
2019-06-11T12:21:59.157+05:30,2019-06-11T15:02:15.422+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1019,MO1019,1,2019-06-11T12:22:00.000+05:30,NA,22.5578322 88.4108159 -28.899999618530273 4.5,22.5578322,88.4108159,-28.8999996185302,4.5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,Moore could not be collected as both the Swabs were torn off and drowned in water,Biplab Jash,0,v5MsRynbZdYEnCwnAJAotS,3109,18dacf1f-dff0-4076-8bc8-5f0b6aa99a7c,2019-06-11T09:32:42,37
2019-06-11T12:40:39.127+05:30,2019-06-11T15:02:23.706+05:30,NA,NA,352155090281144,66,12,NA,NA,NA,NA,MO1020,MO1020,5,2019-06-11T12:41:00.000+05:30,NA,22.5345247 88.3959228 -17.899999618530273 4.5,22.5345247,88.3959228,-17.8999996185302,4.5,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath sarkar,0,v5MsRynbZdYEnCwnAJAotS,3110,bfe48fb1-758e-403f-9d59-dbb7e47d4796,2019-06-11T09:32:43,38
2019-06-11T12:55:40.847+05:30,2019-06-11T15:02:31.244+05:30,NA,NA,352155090281144,59,12,NA,NA,NA,NA,MO1021,MO1021,6,2019-06-11T12:56:00.000+05:30,NA,22.5399972 88.3872837 -75.5 4.5,22.5399972,88.3872837,-75.5,4.5,1,0,1,NA,NA,NA,NA,NA,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashis saha,0,v5MsRynbZdYEnCwnAJAotS,3111,c3f82250-fc93-448d-aa4a-0fd27b6cc123,2019-06-11T09:32:45,39
2019-06-11T13:34:51.498+05:30,2019-06-11T15:02:37.511+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1022,MO1022,2,2019-06-11T13:35:00.000+05:30,NA,22.5541993 88.3967317 -51.900001525878906 5.0,22.5541993,88.3967317,-51.9000015258789,5,1,0,1,NA,NA,NA,NA,NA,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debabrata Maity,0,v5MsRynbZdYEnCwnAJAotS,3112,38d55a9c-c077-4fe3-89aa-e13fa7faf772,2019-06-11T09:32:47,40
2019-06-12T11:51:23.221+05:30,2019-06-12T13:35:39.582+05:30,NA,NA,352155090281144,59,11,4,0,NA,NA,PL1008,PL1008,NA,NA,2019-06-12T11:52:00.000+05:30,22.5403866 88.3746099 -19.799999237060547 4.5,22.5403866,88.3746099,-19.7999992370605,4.5,1,0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suvankar Mandal,1,v5MsRynbZdYEnCwnAJAotS,3127,0aeaa13c-e55a-4a96-8ea0-8b47752934c0,2019-06-12T09:31:30,41
2019-06-13T10:47:21.786+05:30,2019-06-13T16:16:51.156+05:30,NA,NA,352155090281144,57,12,NA,NA,NA,NA,MO1023,MO1023,3,2019-06-13T10:47:00.000+05:30,NA,22.5563567 88.3920838 -51.29999923706055 5.0,22.5563567,88.3920838,-51.2999992370605,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,0,v5MsRynbZdYEnCwnAJAotS,3128,769daa96-ecaf-45ba-afae-abcd90a78553,2019-06-13T10:48:40,42
2019-06-13T11:10:23.432+05:30,2019-06-13T16:16:57.370+05:30,NA,NA,352155090281144,55,12,NA,NA,NA,NA,MO1024,MO1024,4,2019-06-13T11:11:00.000+05:30,NA,22.5635979 88.3771659 -74.0 5.0,22.5635979,88.3771659,-74,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abhijit Guha,0,v5MsRynbZdYEnCwnAJAotS,3129,7fabff42-e395-4b44-b0fb-e6bd48d3bbf3,2019-06-13T10:48:42,43
2019-06-13T11:40:30.641+05:30,2019-06-13T16:17:17.936+05:30,NA,NA,352155090281144,59,11,4,1,K20139,NA,PLc1008,PLc1008,NA,NA,2019-06-13T11:41:00.000+05:30,22.5404102 88.3747911 -38.400001525878906 5.0,22.5404102,88.3747911,-38.4000015258789,5,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,1,v5MsRynbZdYEnCwnAJAotS,3130,9709a8d0-d0af-4821-82eb-23d441d23c5e,2019-06-13T10:48:43,44
2019-06-13T11:54:31.676+05:30,2019-06-13T16:17:33.500+05:30,NA,NA,352155090281144,59,11,4,1,K22004,NA,PLc1009,PLc1009,NA,NA,2019-06-13T11:59:00.000+05:30,22.5410234 88.3741927 -47.79999923706055 5.0,22.5410234,88.3741927,-47.7999992370605,5,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suvankar Mondal,1,v5MsRynbZdYEnCwnAJAotS,3131,a35f5254-19a7-4d4c-9c09-74bf1aaaf392,2019-06-13T10:48:45,45
2019-06-13T12:26:29.761+05:30,2019-06-13T16:17:09.221+05:30,NA,NA,352155090281144,65,12,NA,NA,NA,NA,MO1026,MO1026,8,2019-06-13T12:27:00.000+05:30,NA,22.5360152 88.3746296 -44.599998474121094 5.0,22.5360152,88.3746296,-44.599998474121,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Dogs are moving, only one Swab can be collected",Abhijit Guha,0,v5MsRynbZdYEnCwnAJAotS,3132,3137ea41-109a-469c-be99-15368f3e58d9,2019-06-13T10:48:46,46
